星级	名字	介绍	其他	网址	电话
5	芜湖新华联丽景酒店	芜湖新华联丽景酒店坐落在风景秀美的AAAA级鸠兹古镇景区之侧，• 集住宿、餐饮、会议、休闲娱乐为一体的度假酒店• 楼高9层，地下2层，总建筑面积超8万平方米• 近1600平米无柱鸠兹宴会厅，华丽庄严• 南北风味、养生美食、饕餮盛宴齐聚• 项目齐备、设施一流的水上运动场馆• 会议场所总面积达4500㎡，标准房间面积约50平米左右，豪华套房面积超百平，独占一线湖景，可俯瞰鸠兹古镇美景，让每位下榻酒店的宾客在充分放松的情况下，览胜观景，尊享无与伦比的住 宿体验。无论您是在酒店入住还是举办会议，都将提供各种便利服务来保证您的成功之旅。	['开业：2019', '客房数：401']	https://hotels.ctrip.com/hotels/detail/?hotelId=52855560	联系方式：0553-5878999
5	巢湖国际饭店	巢湖国际饭店位于巢湖市健康东路，为巢湖市地标建筑之一。饭店拥抱巢湖繁华的商业圈，毗邻巢湖网红街道耳街、安德利购物中心，北连巢湖万达广场，东邻巢湖东站，交通十分便利。                                                    	['开业：2020', '客房数：252']	https://hotels.ctrip.com/hotels/detail/?hotelId=56599238	联系方式：0551-82118888
5	合肥融创永乐半山酒店	酒店位于合肥融创文旅城内。合肥融创文旅城坐落于安徽省省会合肥市滨湖新区核心，打造了合肥融创乐园、融创茂、豪华度假酒店群、滨湖酒吧街四大业态。	['开业：2016', '客房数：378']	https://hotels.ctrip.com/hotels/detail/?hotelId=5674762	联系方式：0551-62939999
5	黄山澍德堂酒店	“粉墙黛瓦马头墙，肥梁瘦柱内天井，高楼深院小窗户。“坐落于古徽州文化旅游区——呈坎八卦村景区内的澍德堂酒店，在保留了最原始、具有特色的古徽派建筑的同时对其进行深度的挖掘与开发，致力于将一座古朴传统的徽州古楼，变成与时代接轨，具有自身独特灵魂深度的酒店。	['开业：2016', '装修时间：2018', '客房数：18']	https://hotels.ctrip.com/hotels/detail/?hotelId=5677106	联系方式：0559-3537799
5	合肥施柏阁大观酒店	合肥施柏阁大观酒店位于合肥融创文旅城内。合肥融创文旅城坐落于安徽省省会合肥市滨湖新区核心,涵盖合肥融创乐园、融创茂、豪华度假酒店群、滨湖酒吧街四大业态。多元的业态格局、惊险的尖叫挑战、精彩的剧目演艺、引人入胜的欢乐氛围，合肥融创文旅城现已成为文化特色鲜明的人气旅游目的地，强势助力安徽旅游业发展。	['开业：2016', '客房数：204']	https://hotels.ctrip.com/hotels/detail/?hotelId=5683212	联系方式：0551-62938888
5	合肥瑞廷西郊酒店	合肥瑞廷西郊酒店位于合肥融创文旅城内，坐落于安徽省省会合肥市滨湖新区核心，打造了合肥融创乐园、融创茂、豪华度假酒店群、滨湖酒吧街四大业态。	['开业：2016', '客房数：404']	https://hotels.ctrip.com/hotels/detail/?hotelId=5702138	联系方式：0551-65198888
5	池州平天半岛大酒店	平天湖，原名白沙湖，位于安徽省池州市市区，南依九华山，北抵长江，水域面积达12平方公里。一代诗仙李白曾月夜泛舟湖上，吟出“水如一匹练，此地即平天。耐可乘明月，看花上酒船”的千古名句，后改名平天湖。池州平天半岛大酒店就坐落于平天湖南岸，三面环绕的盈盈碧水，似一幅清新淡雅的水墨画，掩映在碧水竹林之中。 	['开业：2010', '装修时间：2019', '客房数：146']	https://hotels.ctrip.com/hotels/detail/?hotelId=603138	联系方式：0566-2614888
5	芜湖世茂希尔顿逸林酒店	芜湖世茂希尔顿逸林酒店位于“江城”芜湖长江江畔，临江而立，毗邻市中心商业及美食商圈，从酒店步行出发约10分钟即可到达八佰伴商圈，拥有愉快的购物、娱乐体验；您也可以与家人在方特欢乐世界来一场惊险刺激的冒险之旅。	['开业：2013', '装修时间：2013', '客房数：442']	https://hotels.ctrip.com/hotels/detail/?hotelId=607468	联系方式：0553-8228888
5	黄山阿尔卡迪亚阳光度假酒店	黄山阿尔卡迪亚阳光度假酒店坐落于黄山太平湖畔，总建筑面积约40000平方米，占地7742平方米，酒店拥有两百余间让您置身于旖旎太平湖仙境之中；轩辕阁中餐厅拥有可容纳76人零点餐厅和豪华包厢7间，包厢区域能容纳110人；百味轩自助餐厅可容纳170人，足不出户便可尝遍中国特色美食。	['开业：2016', '客房数：374']	https://hotels.ctrip.com/hotels/detail/?hotelId=6077874	联系方式：0559-2198888-6608
5	安徽高速徽风皖韵酒店	水、墨、轩、宇，徽派名领江淮。安徽省会城市合肥，通达江海，突显“皖”系风派。安徽高速徽风皖韵酒店是由安徽高速公路房地产有限责任公司投资建设，按国际型酒店标准打造的又一匠心力作。酒店融合徽式古典，坐拥巢湖黄金位置，以238米高度成就滨湖新区新地标。拥有各类雅致温馨的客房与套房，面积自45平方米至316平方米不等，透过客房内的观景窗幕，巢湖秀美与滨湖新城风貌尽收眼底。远超同侪的活动设施包括一间面积近1,800平方米的大宴会厅，一间450平方米的多功能厅及六间会议室。五间富有设计感的餐厅及酒吧各具特色，为您呈现国际风味、粤港美馔及当地特色佳肴。私密宁静的水疗、设备先进的室内游泳池及健身中心中为宾客带来放松身心、重焕活力的难忘体验，是来皖商旅客人的上佳之选。	['开业：2020', '客房数：335']	https://hotels.ctrip.com/hotels/detail/?hotelId=61658912	联系方式：0551-65126888
5	铜陵紫轩假日大酒店	铜陵紫轩假日大酒店位于铜陵市北斗星城商圈内，依风景名胜天井湖，邻百大名品购物中心，交通便利；距市政府、火车站、汽车站等政、经、交通枢纽约在10分钟车程以内。	['开业：2016', '客房数：105']	https://hotels.ctrip.com/hotels/detail/?hotelId=6313347	联系方式：0562-2899999
5	池州开元大酒店	酒店由开元酒店集团亲情打造，地处池州市区长江南路CBD核心区位，信步十分钟即可至市区中心。近可览清溪河，齐山风景，远可眺平天湖，杏花村风光，坐拥池城魅力景观，尽享这座千年山水城市间的静谧与舒适。附近主要景点：5A九华山、5A大愿文化园、4A九华天池、4A杏花村、4A牯牛降，4A醉山野等。	['开业：2020', '客房数：237']	https://hotels.ctrip.com/hotels/detail/?hotelId=64182675	联系方式：0566-2085333
5	太平湖安卓梅达酒店	太平湖安卓梅达酒店位于太平湖畔，近太平湖风景区旅游码头旁；太平湖位于“两山一湖”（黄山—太平湖—九华山）黄金旅游热线中心，地理位置优越。	['开业：2003', '装修时间：2020', '客房数：123']	https://hotels.ctrip.com/hotels/detail/?hotelId=643649	联系方式：0559-8561888
5	合肥贝斯特韦斯特精品酒店	合肥贝斯特韦斯特精品酒店地处经济高度发达的合肥蜀山区，距合宁高速入口约15分钟车程，距集贤路高速收费站约5公里，距大蜀山森林公园约3分钟车程，距安徽国际会展中心约8公里，徒步可达合肥1912酒吧街，毗邻天鹅湖畔、市政务中心、万象城、万达购物中心，合肥大剧院，奥体中心。酒店门口设有通往新桥机场的停靠站，每日循环发车，交通便利	['开业：2012', '客房数：477']	https://hotels.ctrip.com/hotels/detail/?hotelId=646712	联系方式：0551-62971777
5	黄山栢景国际大酒店	黄山栢景国际大酒店坐落于黄山市府所在地屯溪区，位于置地黎阳国际旅游文化度假版块内，地理位置优越，交通便捷。	['开业：2020', '客房数：290']	https://hotels.ctrip.com/hotels/detail/?hotelId=65133563	联系方式：0559-2933333
5	六安新锦成开元名都酒店	六安新锦成开元名都酒店区位交通便利，地处六安经济开发区，距中心商圈、万达广场约10分钟车程，距京台高速公路近在咫尺，距离酒店约1小时车程内有2个5A 级景区，6个4A级景区，距大湖名城合肥约1小时车程，完全可以满足您商务会晤、旅游度假、产品发布、会展、宴会等大中小型交流活动需求。	['开业：2020', '客房数：273']	https://hotels.ctrip.com/hotels/detail/?hotelId=65392279	联系方式：0564-3989999
5	黄山栢景假日酒店	黄山栢景假日酒店位于风景旖旎的新安江汇集地，步行约15分钟可到达屯溪老街，步行约8分钟到黎阳老街。	['开业：2013', '装修时间：2017', '客房数：278']	https://hotels.ctrip.com/hotels/detail/?hotelId=654945	联系方式：0559-2933333
5	九华山嘉润凯莱大饭店	九华山嘉润凯莱大饭店位于九华山风景区柯村新区西侧，依山傍水，坐西向东，仰望99米地藏菩萨全景铜像，直面九华圣境，交通便捷，是进入景区必经之地。	['开业：2012', '装修时间：2016', '客房数：279']	https://hotels.ctrip.com/hotels/detail/?hotelId=660186	联系方式：0566-2838855
5	铜陵铜雀台金陵大酒店	铜陵铜雀台金陵大酒店地理位置优越，交通便利，坐落于风景如画的铜陵天井小镇文化旅游区内，东临铜文化园，南接天井湖，西邻长江和笠帽山，是国家AAAA级风景旅游区天井湖风景区的重要组成部分；距市政府、万达广场约10分钟车程，火车站、汽车站等商业繁华区均在20分钟左右车程，距省会合肥约120分钟车程。	['开业：2012', '装修时间：2018', '客房数：238']	https://hotels.ctrip.com/hotels/detail/?hotelId=660261	联系方式：0562-8877777
5	合肥塞纳河畔滨湖酒店	合肥塞纳河畔滨湖酒店位于合肥滨湖新区鄱阳湖路与庐州大道交口，距离地铁1号线云谷路站约100米。	['开业：2020', '客房数：265']	https://hotels.ctrip.com/hotels/detail/?hotelId=68088783	联系方式：0551-63815800
5	合肥包河福朋喜来登酒店	合肥包河福朋喜来登酒店位于合肥市省级工业区包河工业园内——北京路，近大连路，地理位置优越，出行便利。	['开业：2017', '客房数：259']	https://hotels.ctrip.com/hotels/detail/?hotelId=6839077	联系方式：0551-66028888
5	太平湖高速假日酒店	太平湖高速假日酒店坐落在太平湖风景区。	['开业：2020', '客房数：163']	https://hotels.ctrip.com/hotels/detail/?hotelId=68492251	联系方式：0559-8575666
5	合肥乐富强铂悦酒店	酒店坐落于高新技术开发区中心，地理位置优越，交通便捷，地铁四号线科大先研院站3号线出口，可直达高铁南站仅需30分钟，毗邻高新区管委会，步行可前往银泰商业圈及生态圣地蜀西湖。	['开业：2020', '客房数：524']	https://hotels.ctrip.com/hotels/detail/?hotelId=68529299	联系方式：0551-66666969
5	巢湖碧桂园凤凰酒店	巢湖碧桂园凤凰酒店坐落于巢湖湖畔，与800里巢湖零距离，背靠银屏山，湖山胜景尽收眼底，其周围有紫薇洞、龟山、中庙等特色旅游景点。	['开业：2012', '装修时间：2014', '客房数：338']	https://hotels.ctrip.com/hotels/detail/?hotelId=688665	联系方式：0551-82666888
5	黄山复华丽朗度假村	黄山复华丽朗度假村坐落于黄山市中央城区黄金地段，毗邻优美的黄山风景区，距离知名的黎阳in巷，屯溪老街步行即达。且四周为山林绿野环绕，呼吸着高负氧离子含量的新鲜空气，静谧的自然空间成就度假休闲“天选之地”。度假村拥有五百余间舒适客房，假日厨房、威风探险家儿童俱乐部等，是入住的理想选择。	['开业：2017', '客房数：529']	https://hotels.ctrip.com/hotels/detail/?hotelId=6928736	联系方式：0559-5225555
5	九华山远航度假酒店	酒店地处中国四大佛教名山——九华山风景区柯村新区，与99米高地藏王菩萨铜像和佛教博物馆隔街相望，地理位置优越。	['开业：2011', '装修时间：2017', '客房数：279']	https://hotels.ctrip.com/hotels/detail/?hotelId=699989	联系方式：0566-2828888
5	合肥中庙滨湖城碧桂园凤凰酒店	合肥中庙滨湖城碧桂园凤凰酒店位于巢湖景区之冠——中庙镇，全程湖光山色的滨湖观光大道贯穿其间，北接合肥市南连巢湖市，交通便捷。能轻松前往巢湖市中心、合肥滨湖湿地森林公园，步行可至到著名的中庙镇中庙风景区步行街、姥山岛（蒙山岛）、中庙古寺。	['开业：2011', '装修时间：2019', '客房数：336']	https://hotels.ctrip.com/hotels/detail/?hotelId=703367	联系方式：0551-88618999
5	中国书法大厦	中国书法大厦位于高新区，毗邻政务文化新区和高新经济技术开发区。正门地铁6号线在建，步行可达1912潮流街区和大蜀山国家森林公园，徽州特色半边街、开福寺、蜀峰湾湿地公园、植物园、野生动物园均在车程约5-30分钟之内，地理位置优越，交通便捷。	['开业：2017', '装修时间：2017', '客房数：340']	https://hotels.ctrip.com/hotels/detail/?hotelId=7825692	联系方式：0551-67199999
5	九华山涵月楼酒店	九华山涵月楼酒店位于世界著名佛教旅游胜地九华山风景区，毗邻九华街和花台景区，是购物、休闲、餐饮及旅游的中心地段，位置优越，出行方便。从九华山风景区换乘中心步行前往酒店约5分钟，距离99米高的地藏王菩萨铜像大愿文化园约300米，距池州市区及杏花村约30-40分钟车程。 	['开业：2013', '客房数：215']	https://hotels.ctrip.com/hotels/detail/?hotelId=801366	联系方式：0566-2838888
5	黄山逸翠酒店	黄山逸翠酒店坐落于著名的5A风景区-黄山南大门的汤口镇中心繁华地段，距离京台高速（G3)黄山南门（汤口）高速出口约1.5公里，离换乘中心约10多分钟，步行即可到达。 	['开业：2017', '装修时间：2019', '客房数：70']	https://hotels.ctrip.com/hotels/detail/?hotelId=8807640	联系方式：0559-5577123
5	马鞍山金鹰尚美酒店	马鞍山金鹰尚美酒店傲居城市繁华商业中心，是马鞍山具号召力的地标性商业综合体——金鹰天地全生活中心的重要组成部分；酒店毗邻城市生态公园——雨山湖，闹中取静同时享受大自然的有氧呼吸。	['开业：2017', '客房数：309']	https://hotels.ctrip.com/hotels/detail/?hotelId=9452501	联系方式：0555-6618888
5	铜陵摩珀特怡美花园酒店	铜陵摩珀特怡美花园酒店位于铜陵市江南文化园，紧邻名胜风景区天井湖之滨，处闹市而不喧嚣，近自然而享繁华，湖光山色尽收眼底。 	['开业：2018', '客房数：128']	https://hotels.ctrip.com/hotels/detail/?hotelId=974773	联系方式：0562-7119166
4	曼斯顿尚品酒店(科学大道地铁站店)	酒店位于高新区科学大道，紧邻地铁2号线科学大道站，周围餐饮、娱乐等生活配套齐全，出行便利。	['开业：2011', '装修时间：2014', '客房数：115']	https://hotels.ctrip.com/hotels/detail/?hotelId=1003273	联系方式：0551-62631889
4	齐云山庄(合肥总店)	齐云山庄(合肥总店)地处绿树成荫的芜湖路，与北宋名臣包拯祠堂相邻；酒店距市中心四牌楼约1公里，交通便捷。	['开业：1998', '装修时间：2014', '客房数：237']	https://hotels.ctrip.com/hotels/detail/?hotelId=1005938	联系方式：0551-62286688
4	合肥金陵嘉珑酒店	合肥金陵嘉珑酒店是由合肥文旅博览集团投资改造，合肥文旅金陵酒店管理公司管理的融合现代智能科技的高端精品酒店品牌，继承了金陵“细意浓情、体验金陵”的服务品质，注重文化及个性化的温馨体验，并致力于打造独具特色、融合现代科技的高品质会议商务型酒店。	['开业：2018', '装修时间：2018', '客房数：285']	https://hotels.ctrip.com/hotels/detail/?hotelId=1006454	联系方式：0551-62266699
4	开元曼居酒店(黄山风景区店)	开元曼居酒店是开元集团酒店旗下单品牌规模**的中档酒店品牌。开元曼居酒店(黄山风景区店)位于汤口镇寨西村汤川路，毗邻黄山景区主入口，距南门换乘中心约700米；地处黄山脚下汤口镇寨西商业一条街，出行便利。 	['开业：2016', '装修时间：2018', '客房数：92']	https://hotels.ctrip.com/hotels/detail/?hotelId=1008526	联系方式：0559-2192889
4	黄山龙山山庄度假村	黄山龙山山庄度假村位于国家5A级景区呈坎八卦村门口，背靠龙山，面对众川河，背山面水，地理位置得天独厚。酒店周边景点有徽州明代传统民居潜口民宅、中国历史文化名村唐模、棠樾牌坊群鲍家花园、西溪南古村落等。	['开业：2018', '客房数：60']	https://hotels.ctrip.com/hotels/detail/?hotelId=1016873	联系方式：0559-3537333
4	合肥中辰智选假日酒店	合肥中辰智选假日酒店位于合肥政务新区和经济技术开发区的交界，位于金寨南路与仙都路交口，靠近国际会展中心，合肥大剧院、安徽省广电中心,天鹅湖万达广场、万象城 、新地购物中心，周边吃喝玩乐应有尽有，地处合宁高速金寨路出口处及金寨路高架桥南端出入口，酒店周边购物、娱乐、休闲场所一应俱全，作为商务酒店，其位置充分满足了出行方便的需求。　	['开业：2007', '装修时间：2019', '客房数：339']	https://hotels.ctrip.com/hotels/detail/?hotelId=1018509	联系方式：0551-62252888
4	开元曼居酒店(黄山屯溪老街店)	曼居酒店是开元集团酒店旗下中高端精品酒店品牌。开元曼居酒店(黄山屯溪老街店)位于风景秀丽的黄山市屯溪区元一大观，面朝新安江，与屯溪老街、黎阳印象、百大集团隔江相望，地理位置优越，交通旅游便捷。	['开业：2017', '装修时间：2019', '客房数：86']	https://hotels.ctrip.com/hotels/detail/?hotelId=10603641	联系方式：0559-2518111
4	九华山东篱下悠然山居	九华山东篱下悠然山居位于九华山核心风景区，紧邻祇园寺塔院，环境优美，景色怡人。	['开业：2017', '装修时间：2018', '客房数：7']	https://hotels.ctrip.com/hotels/detail/?hotelId=10786063	联系方式：13339161234
4	黄山华山徽宴酒店	黄山华山徽宴酒店位于著名的屯溪老街、繁华的黎阳in巷商业景区以及三江汇流处，这里成为领略徽州迷人风情和生机的上佳地点。 	['开业：2016', '装修时间：2018', '客房数：212']	https://hotels.ctrip.com/hotels/detail/?hotelId=1080709	联系方式：0559-2328818
4	宁国恩龙世界木屋村	宁国恩龙世界木屋村位于国家4A级生态旅游度假区内，地处安徽省宁国市西部，黄山脚下，是一个以绿色生态为主题的综合型旅游景区。	['开业：2001', '装修时间：2012', '客房数：115']	https://hotels.ctrip.com/hotels/detail/?hotelId=1097228	联系方式：0563-4151300
4	宏村塔川书院·稻亭溪竹美宿	宏村塔川书院位于黟县宏村镇塔川盆地的横山村，近宏村景区，周围环境优美，出游便利。	['开业：2018', '客房数：16']	https://hotels.ctrip.com/hotels/detail/?hotelId=11216054	联系方式：0559-5182188
4	黄山诗曼酒店	黄山诗曼酒店位于风景绚丽的新安江畔，与屯溪老街隔江相望，地理位置优越、出行便捷。酒店周边有KFC餐厅、环球国际影城、环翠堂徽菜、银蝶咖啡、KTV、SPA、酒吧、特色小吃街、江心州体育广场等休闲娱乐场所。配套齐全的元一商圈，为下榻酒店的客人带来更全方位的服务体验。酒店别墅式、园林式的整体设计布局，令人顿感远离喧嚣、大隐于市，或清晨、或傍晚，慢步酒店长廊、后花园、江边，体会无霾江南。酒店的设计风格将传统徽派元素融入现代居住理念，客房布置宽敞舒适，具有多款高档雅致的房型，满足不同的住宿需求。客房配备全套科勒卫浴、金可儿床垫、液晶电视、高速网络接口、独立wifi。为您的商务差旅、度假旅行、探亲访友等提供优质的住宿服务。诗画江南、曼妙旅途，从黄山诗曼酒店开始。	['开业：2017', '装修时间：2021', '客房数：85']	https://hotels.ctrip.com/hotels/detail/?hotelId=13324813	联系方式：0559-2588666
4	合肥滨湖徽州大道亚朵酒店	合肥滨湖徽州大道亚朵酒店位于滨湖新区杭州路与徽州大道交叉口，地处滨湖新区CBD金融中心核心路段，坐拥塘西河公园的绿意盎然，毗邻高速时代广场商业综合体，巢湖湿地公园、万达融创城、银泰商场近在咫尺，公交、地铁设施完善交通便捷。	['开业：2017', '装修时间：2018', '客房数：118']	https://hotels.ctrip.com/hotels/detail/?hotelId=13825487	联系方式：0551-62880006
4	宏村柒零柒陆·休闲度假民宿	宏村柒零柒陆·休闲度假民宿位于宏村景区内东边田，距景区正门停车场步行约150米(可免费接送)，古镇核心位置，是您理想的选择，路上的家 	['开业：2015', '装修时间：2020', '客房数：38']	https://hotels.ctrip.com/hotels/detail/?hotelId=1387001	联系方式：15905597076
4	安庆君澜豪庭酒店	君澜豪庭酒店位于湖心北路南铭商业区，周边商业繁华，餐厅林立，是安庆市“高铁商圈”以及“开发区商务CBD经济圈”核心地带的标志性建筑。	['开业：2014', '装修时间：2018', '客房数：195']	https://hotels.ctrip.com/hotels/detail/?hotelId=1392283	联系方式：0556-5699999
4	方莱国际大酒店(合肥经开区店)	方莱国际大酒店(合肥经开区店)位于合肥市经开区繁华大道和松谷路交叉口，国际会展中心B馆正对面，与安徽徽园 欢乐岛相邻，距离合肥绕城高速仅3分钟车程，距离高铁南站15分钟车程，交通十分便利。	['开业：2017', '客房数：226']	https://hotels.ctrip.com/hotels/detail/?hotelId=14154696	联系方式：0551-65568000
4	合肥博悦公馆	合肥博悦公馆位于合肥市东侧，公馆内即可尽览绿色生态公园。	['开业：2013', '客房数：102']	https://hotels.ctrip.com/hotels/detail/?hotelId=1440456	联系方式：0551-62972666
4	合肥浙商国际假日酒店	合肥浙商国际假日酒店位于宣城路，毗邻著名高等学府合肥工业大学，包公园、包河万达广场近在咫尺，地理位置优越，商业配套齐全。	['开业：2010', '装修时间：2010', '客房数：154']	https://hotels.ctrip.com/hotels/detail/?hotelId=1441070	联系方式：0551-62262888
4	合肥力天假日酒店	合肥力天假日酒店位于合肥市中心芜湖路与大通路交叉口，毗邻包河万达、淮河路步行商业街，环境幽雅，交通便利。	['开业：2012', '装修时间：2017', '客房数：160']	https://hotels.ctrip.com/hotels/detail/?hotelId=1462237	联系方式：0551-62960666
4	安庆天域时代酒店	天域时代酒店位于安庆宜秀区中兴大道，近雷池路，周边有成熟的商业综合体，地理位置优越，交通便利。	['开业：2014', '客房数：222']	https://hotels.ctrip.com/hotels/detail/?hotelId=1480035	联系方式：0556-8799999
4	合肥安之酒店	合肥安之酒店是由安徽安之酒店集团投资建造的高档城市商务酒店。酒店位于合肥市高新区科学大道，靠近风景秀美、空气怡人的大蜀山，交通便利，紧邻地铁 2 号线科学大道站。	['开业：2018', '客房数：99']	https://hotels.ctrip.com/hotels/detail/?hotelId=14815888	联系方式：0551-64887117
4	合肥皖能大厦	酒店是由皖能集团投资，集客房、餐饮、娱乐、办公为一体的四星旅游饭店。楼高16层，建筑面积18000平方米。	['开业：1999', '装修时间：2011', '客房数：166']	https://hotels.ctrip.com/hotels/detail/?hotelId=1486761	联系方式：0551-62225056
4	黄山歙县饭店	黄山歙县饭店位于历史文化名城——歙县，地处国家4A级旅游景区徽州古城内，距棠越牌坊群、距花山谜窟、屯溪老街等景区约半小时车程。	['开业：2009', '装修时间：2018', '客房数：221']	https://hotels.ctrip.com/hotels/detail/?hotelId=1500138	联系方式：0559-6610000
4	合肥国联南艳湖酒店	合肥国联南艳湖酒店位于合肥市经济开发区宿松路（医药健康产业园内），是集客房、餐饮、宴席、会议、康乐为一体的综合性酒店。酒店总建筑面积达38000平方。酒店周边环境优美、交通便利、位置优越，毗邻景色秀丽的南艳湖生态旅游景区，距离合肥高铁南站及合肥包河大道高速出入口、金寨路高速出入口约10分钟车程，临近滨湖新区和经开区商业中心，紧靠宿松路、锦绣大道和徽州大道，前往合肥融创乐园也十分便利。	['开业：2014', '客房数：182']	https://hotels.ctrip.com/hotels/detail/?hotelId=1520365	联系方式：0551-62211153
4	曙光薇酒店(合肥瑶海店)	曙光薇酒店(合肥瑶海店)坐落于合肥市瑶海区北一环与胜利路交叉口的中星城商业区,隶属于曙光酒店集团旗下一家艺术精品酒店，融合了徽派艺术的建筑风格.匠心工艺及优雅艺术与现代风情于一身，为宾客开启一段难以忘怀的舒适体验。酒店交通便捷，毗邻新亚汽车站与合肥地铁一号线，距离合肥购物盛地—淮河路步行街约十分钟车程，地理位置优越。	['开业：2018', '装修时间：2018', '客房数：156']	https://hotels.ctrip.com/hotels/detail/?hotelId=15533084	联系方式：0551-62256777
4	合肥雅豪格莱德酒店	合肥雅豪格莱德酒店位于合肥市行政中心、商务文化中心位置的政务区，交通便捷。	['开业：2010', '装修时间：2017', '客房数：72']	https://hotels.ctrip.com/hotels/detail/?hotelId=1583732	联系方式：0551-62217000
