星级	名字	介绍	其他	网址	电话
4	宏村三昧·清溪民宿	三昧清溪位于宏村景区内，保留了传统的徽派建筑风格，如泼墨山水画；背倚宏村景区里的一座小山-雷岗山，竹林密布，曲径通幽。对面可一览无遗东山，荷塘花海之景，美如仙境的天空镜。谁说欣赏天空镜美景必须要去马来西亚、玻利维亚？不如国门，来三昧清溪就可以，天以地为镜，天下美景尽收镜，就算你不是一个浪漫的人，看到的那一刻，内心也是悸动的。独具匠心的房间三昧清溪的房间共28间，每个房间都朝南，明亮宽敞，窗户全部为全景落地窗，开窗即可欣赏景区美景。家具采用原木定制，简约特质，卫浴、床品全部采用国际知名品牌，按高星级酒店标准配置洗浴用品，房间中央空调，新风系统及地暖。走进三昧清溪的庭院，展现在你眼前的，是喧嚣都市中的静谧，更是生意盎然的小小宇宙。	['开业：2019', '客房数：18']	https://hotels.ctrip.com/hotels/detail/?hotelId=49377028	联系方式：18855907988
4	合肥美延精致酒店	美延精致酒店位于安徽合肥市蜀山区大蜀山脚下长江西路边，周边有大蜀山，蜀山森林公园，植物园，动物园，四季花海公园。美延是一家轻奢型高科技酒店，静音双窗，电动窗帘，尊享洗护，舒适睡眠系统，50寸4K高清电视，全区域网络覆盖，浪漫红酒杯等。酒店有包厢可以接受商务宴请。	['开业：2019', '客房数：42']	https://hotels.ctrip.com/hotels/detail/?hotelId=50346425	联系方式：0551-65301266
4	悦居酒店(黄山屯溪老街店)	酒店地处于屯溪核心银街商业圈中，徽州大剧院对面，距离屯溪著名景点老街和黎阳水街约15分钟路程。酒店周边有剧院、大型超市、步行街，生活和出行便捷。	['开业：2017', '装修时间：2019', '客房数：70']	https://hotels.ctrip.com/hotels/detail/?hotelId=512218	联系方式：0559-2335001
4	黄山维笙徽州皖韵假日酒店	黄山维笙徽州皖韵假日酒店位于黄山市屯溪区新安江畔，环境优美雅静，交通快捷便利。酒店与市政大楼、世纪广场隔江相望，距汽车站、花山迷窟、屯溪老街仅10分钟路程，生态公园及亚洲最长的步行缆桥均近在咫尺。	['开业：2011', '装修时间：2020', '客房数：135']	https://hotels.ctrip.com/hotels/detail/?hotelId=513804	联系方式：0559-2326666
4	黄山博纳王府大酒店	黄山博纳王府大酒店坐落在风光秀美的徽州山脚下，距离世界文化遗产黄山西递古村落约500步之遥， 距黄山机场、黄山高铁站约1个小时车程，距黄祁高速最近的出口约一刻钟车程。	['开业：2016', '装修时间：2016', '客房数：76']	https://hotels.ctrip.com/hotels/detail/?hotelId=5159157	联系方式：0559-5158666
4	合肥明月东一国际大酒店	明月东一国际大酒店是一家集餐饮、客房、宴会、会议、娱乐等为一体的综合型商务酒店，酒店拥有舒适典雅的各类客房295间，38间中餐豪华包厢，850平方米的大型无柱宴会厅及8个不同规格会议厅，能够满足不同类型会议及宴会的需求，内部设有自助餐厅、棋牌室、健身房、清吧等娱乐休闲场所，可满足不同客户群体的需求。明月东一国际大酒店一直致力于向宾客提供最真诚和最舒适的服务，优美的环境、实惠的价格、一流的服务，是您住宿、会议、宴请的理想场所。	['开业：2015', '客房数：295']	https://hotels.ctrip.com/hotels/detail/?hotelId=5292750	联系方式：0551-68138227
4	芜湖颐和尚水酒店	芜湖颐和尚水酒店位于商业繁华，人杰地灵的芜湖市浦江路，临近芜合高速长江大桥收费站出口，交通便利。自酒店驾车至汽车站约15分钟，到方特一期约10分钟，二期、三期、四期约20分钟，距新华联大白鲸海洋公园、鸠兹古镇约20分钟车程。酒店配备大型环绕式停车场，可以畅享免费停车。	['开业：2016', '装修时间：2018', '客房数：183']	https://hotels.ctrip.com/hotels/detail/?hotelId=5296733	联系方式：0553-5907777
4	合肥尚都酒店	合肥尚都酒店位于合肥市城市快速通道——南一环（屯溪路）与桐城路交口，北临闻名中外的包公文化旅游区，地理位置优越，环境闹中取静，交通十分便利。	['开业：2011', '装修时间：2017', '客房数：192']	https://hotels.ctrip.com/hotels/detail/?hotelId=533045	联系方式：0551-62233777
4	月隐泊舍·宏村度假民宿	月隐泊舍·宏村度假民宿位于际联镇宏东村后街，民宿距离南湖，月沼景点三到五分钟路程；“一生痴绝处，无梦到徽州”，宏村是徽派建筑村落里具有代表性的村子，素有“中国画里的乡村”之美誉，《卧虎藏龙》曾在此处取景，月隐泊舍就坐落在宏村景区内，目光所及之处，皆是山水画卷，美不胜收。	['开业：2019', '客房数：17']	https://hotels.ctrip.com/hotels/detail/?hotelId=54426528	联系方式：15176730910
4	雷克泰国际酒店(合肥天鹅湖万达广场店)	雷克泰国际酒店（合肥天鹅湖万达广场店）是雷客泰酒店集团旗下的高端品牌，位于合肥政务区美丽的天鹅湖畔，门口有6条公交线路通过和地铁3号线出入口，环境优美，交通便利，毗邻合肥市政府、安徽广播电视台、合肥大剧院、合肥奥体中心、合肥八中等，周边更配有万达广场、银泰中心、新地中心，万象城等高端商业广场及高档写字楼，另有教育（合肥八中）、（省立医院南区）、银行（建设银行、光大银行、邮储银行、农业银行）等配套设施。	['开业：2020', '客房数：79']	https://hotels.ctrip.com/hotels/detail/?hotelId=54449035	联系方式：0551-66578886
4	合肥高新麦客达温德姆酒店	合肥高新麦客达温德姆酒店坐落于合肥市国家高新技术开发区，酒店紧邻合肥6中高新分校，离地铁2号线客运西站口约0.5KM，距离机场高速、长江西路高速口、高新区管委会、高新银泰城约5分钟车程，交通便利，环境幽雅，致力于为您提供贴心、周到、全方位的服务。	['开业：2019', '客房数：258']	https://hotels.ctrip.com/hotels/detail/?hotelId=54625950	联系方式：0551-66018777
4	合肥淮河路步行街明光路地铁站亚朵酒店	酒店位于胜利路与明光路交叉口恒大中央广场，距地铁一号线明光路站约200米，毗邻合肥火车站和明光路汽车站。附近有机场巴士站点。酒店约2公里内还有淮河路步行街约、逍遥津公园、包河万达、李鸿章故居、包公祠。	['开业：2020', '客房数：86']	https://hotels.ctrip.com/hotels/detail/?hotelId=54628056	联系方式：0551-66660008
4	合肥马鞍山路朱岗地铁站亚朵酒店	合肥马鞍山路朱岗地铁站亚朵酒店地处繁华购物中心——包河万达广场周边，太湖路与马鞍山路交汇处。	['开业：2016', '装修时间：2016', '客房数：80']	https://hotels.ctrip.com/hotels/detail/?hotelId=5462819	联系方式：0551-65568188
4	黄山从筑西舍乡野酒店	汤家庄村坐落于闻名遐迩，蜚声海外的黄山风景区的西大门，村内风景灵秀多姿，山水相印，宛若远离尘世的世外桃源，而西舍乡野酒店便在这桃源中悄然盛开。西舍的地理位置得天独厚，若好山，想领略黄山风光和游览徽州文化，往南到黄山西大门15公里，至水墨宏村55公里，两大景区顷刻即达；若乐水，北距太平湖风景区也仅20公里，游湖泛舟，品尝湖鲜鱼宴自然不在话下。西舍酒店建筑面积为：2700平米，其中客房总面积700平米，现已精心设置了客房总数15间，为了给到达西舍的旅人有更好的入住体验，已区分为标间5间，大床房2间，景观套房6间，观景豪华套房2间。在15间客房里，旅人都可以享受一系列的尊贵服务以及贴心细致的管家服务，我们想做的，就是让客户感受到舒适。与之相对应的是西舍乡野餐厅，面积有400平米，内含咖啡厅，休闲酒吧，健身房，棋牌室，日式汤池，有机菜园，戏水泳池以及茶饮空间；这些配套设施的一切都是为了让每一位到达西舍的客户，在这里可以停下来，得到真正意义上的身心放松。	['开业：2020', '客房数：15']	https://hotels.ctrip.com/hotels/detail/?hotelId=54852862	联系方式：0559-8555599
4	花筑·宏村稻田星空美宿	花筑·宏村稻田星空美宿位于安徽省黄山市宏村东山下，距离宏村景区步行约5分钟时间，步行去宏村商业街10分钟左右路程，提供宏村停车场到店提供免费接送服务（详情请咨询商家）。民宿周边景点众多，离塔川，木坑竹海开车约5到10分钟，距离西递景区，南屏景区，秀里影视等开车约10到20分钟时间，距离黄山景区开车约50分钟。	['开业：2020', '客房数：10']	https://hotels.ctrip.com/hotels/detail/?hotelId=55236609	联系方式：18757166975
4	宏村山居小隐·何泽堂文化酒店	“青砖小瓦马头墙，小桥回廊绣阁藏”。坐落于古徽州六县之一黟县宏村景区附近的黟县山居小隐·何泽堂文化酒店，她不仅保留了古徽派典型建筑风格，同时又结合现代生活，打造成了具有独特魅力的乡瘾民宿。住客们走走停停，目光所及，点滴之处都能感受到她的婉约和风韵。	['开业：2020', '客房数：14']	https://hotels.ctrip.com/hotels/detail/?hotelId=55468961	联系方式：18055943499
4	开元颐居·黄山巷野汤口店	开元颐居·黄山巷野汤口店位于汤口镇汤口翡翠路，紧邻黄山景区南大门，约800米，民宿隐于巷野山间，空气清新，环境清幽。	['开业：2020', '客房数：15']	https://hotels.ctrip.com/hotels/detail/?hotelId=56466155	联系方式：19955970886
4	山语生活·黄山设计美宿	山语生活·黄山设计美宿坐落于黄山景区，与黄山入口南大门近在咫尺，相邻长途汽车站、景区换乘中心。	['开业：2020', '客房数：13']	https://hotels.ctrip.com/hotels/detail/?hotelId=56795806	联系方式：0559-5565666
4	合肥融创美居酒店	合肥融创美居酒店位于合肥融创文旅城内。合肥融创文旅城坐落于安徽省省会合肥市滨湖新区核心，打造了合肥融创乐园、融创茂、豪华度假酒店群、滨湖酒吧街四大业态。	['开业：2016', '装修时间：2016', '客房数：577']	https://hotels.ctrip.com/hotels/detail/?hotelId=5702767	联系方式：0551-65808888
4	合肥梅里美假日酒店	梅里美假日酒店是安徽和煦园餐饮集团投资建设的集住宿、餐饮、宴会等为一体的商务会议性酒店，以给贵宾提供尽善尽美的优质服务为宗旨，时刻营造健康、舒适、全面的服务环境。酒店客房装修以高贵典雅的新中式为主题风格，提供健康、舒适的行政标准间、高级大床间、行政标准间、高级大床间和行政套间等各类优质客房。坐拥北一环财富广场与新天地核心商务圈，距合肥新桥国际机场40分钟车程，合肥南站30分钟车程，酒店拥有大型地面、地下停车场、中央空调、24小时热水淋浴，无线畅游等各类设备设施，一切只为满足您所需。	['开业：2016', '装修时间：2017', '客房数：220']	https://hotels.ctrip.com/hotels/detail/?hotelId=5723397	联系方式：0551-62612288
4	花筑·悦澜山民宿(黄山景区换乘中心店)	民宿坐落于黄山景区脚下芳村新村度假区——芳村路，距离景区换乘中心大约2.5公里（免费接送），距离宏村景区约30公里。	['开业：2020', '客房数：14']	https://hotels.ctrip.com/hotels/detail/?hotelId=57674326	联系方式：0559-2198188
4	黄山慰颜府·诗莉莉文化遗址酒店	黄山慰颜府·诗莉莉文化遗址酒店位于黄山千年古村西溪南景区，由江南四大才子祝枝山的儿时故居复建而成，酒店被一片枫杨林包围着，旁边有一条内河流淌而过，极其隐秘而清幽，是整个西溪南景致较好的地方。	['开业：2018', '客房数：49']	https://hotels.ctrip.com/hotels/detail/?hotelId=5767961	联系方式：13345696889
4	宏村壹號艺术精品酒店	宏村壹號艺术精品酒店位于宏村景区内，停车场检票口旁，紧邻南湖，地理位置优越。徽州民宅传统外观，沉稳内敛，七间客房风格迥异、各具创意、现代风格装修、大气奢华，开窗见南湖，感受徽派民居的古朴与现代建筑的完美契合，纵览宏村风光。酒店配套两个公共露台，蒙古包风情的圆形玻璃樽餐厅，顶部喷泉独具特色，另酒店提供西式咖啡茶点和地道徽菜。白天，南湖的清风和水系温柔地穿堂而过；入夜，湖上的月色和室内的灯影交相辉映，沉静的湖景和周围的山峦，可谓悠悠山水间，宏村独壹號。	['开业：2016', '客房数：7']	https://hotels.ctrip.com/hotels/detail/?hotelId=5889260	联系方式：0559-5543789
4	黄山水墨轩文化主题酒店	黄山水墨轩文化主题酒店坐落于著名的5A级风景区——黄山，地理位置得天独厚，距离黄山南门登山入口检票处约500米，酒店可提供免费停车位，给自驾来的游客提供方便，可提供高铁拼车，包车服务，免费提供自助洗衣机，微波炉，冰箱等服！	['开业：2018', '装修时间：2019', '客房数：19']	https://hotels.ctrip.com/hotels/detail/?hotelId=5903028	联系方式：13965506213
4	合肥凌冠大酒店	凌冠大酒店，属于安徽金悦徽情餐饮管理有限公司旗下品牌酒店。酒店地理位置优越，交通便利，位于合肥市经开区紫云路与青龙潭路交叉口，酒店距离4A级景点徽园10钟左右，距离滨湖万达文化旅游城15分钟左右，距离三河古镇30分钟左右，距离合肥高铁南站15钟左右，距离合肥新桥机场40分钟左右，总营业面积约20000平方米，有各类客房近200间，豪华餐饮包厢20余间, 8个风格各异的大型多功能大厅，酒店参照国际星级酒店标准装修配置，是集餐饮、客房、商务会议、棋牌、娱乐于一体的星级酒店。	['开业：2019', '客房数：172']	https://hotels.ctrip.com/hotels/detail/?hotelId=59409312	联系方式：0551-63516658
4	黄山华香居酒店	酒店地处市中心屯溪老街，毗邻新安江、戴震公园，周边环境幽雅，交通便利。	['开业：2020', '装修时间：2020', '客房数：62']	https://hotels.ctrip.com/hotels/detail/?hotelId=59412469	联系方式：0559-2625555
4	宏村云养山水·归云山房	客栈座落世界文化遗产宏村古村落景区内（临湖路1号），面朝南湖，东临湿地，是宏村内**的观景与休闲的度假之地。这里有古老的徽州园林和三幢明清时期保存完整、做工精美的徽派古建筑构成，是古代徽商与做官的大户人家住宅，后来通过合理与精细的修缮利用，成为一座徽州文化与现代生活相融的舒适雅致私家庭院；是为众多朋友追寻历史记忆的一座桥梁；更是你忙碌生活中的一个放松发呆的驿站。	['开业：2016', '装修时间：2020', '客房数：11']	https://hotels.ctrip.com/hotels/detail/?hotelId=5973195	联系方式：18098578008
4	宏村栖梧·旅行精选徽派景观民宿	在这里，别谈论未来，别着急赶路，只管享受当下，考究美食，享受生活。	['开业：2020', '客房数：19']	https://hotels.ctrip.com/hotels/detail/?hotelId=60169006	联系方式：18154186668
4	宏村府基度假山庄	宏村府基度假山庄位于安徽省黄山市黟县碧山村，周围环境清幽舒适，空气清新。本山庄占地面积70余亩，现已开发10余亩，拥有39间客房，青山绿水，优美安静的庭院， 古老的徽派建筑和现代简约的中式风格相结合的一家民宿，客房独立且风格迥异：有日式风格、亲子套房、情侣套房等。客房宽敞舒适，采光很好，房间里面还配备了茶几 、榻榻米 、懒人沙发……山庄拥有琴棋书画茶功能的场所，有独立画室、茶室、游泳池、会议室、餐厅、酒吧以及可以登高望远的摄影亭阁等丰富的休闲区。酒店由设计团队打造，有专业贴心的管家式服务。另配有大型户外停车场与互动采摘园、蔬菜园，可以亲自体验农耕生活，为您打造一个世外桃源般的休闲环境，为您带来轻松、愉快的自由享受。	['开业：2020', '客房数：39']	https://hotels.ctrip.com/hotels/detail/?hotelId=60904295	联系方式：19955909888
4	黄山龙骏家园民宿	黄山龙骏家园民宿位于黄山市腹地，徽杭高速，合铜黄高速交汇处，是上海，杭州，千岛湖，黄山旅游线路必经要道，距黄山风景区、宏村、西递景区约40公里，距西溪南、呈坎、屯溪老街、黎阳IN巷、潜口民宅约30分钟内车程。	['开业：2019', '装修时间：2019', '客房数：120']	https://hotels.ctrip.com/hotels/detail/?hotelId=60978607	联系方式：0559-2761600
4	山水间喜新恋旧酒店(黄山屯溪老街店)	“山不在高，有仙则名，水不在深有龙则灵”提起山水，无外乎朦胧的诗意，一山一水一宿家。坐落于徽州古村落，毗邻三江交汇处，山与水的灵气聚集在这里，地理位置得天独厚。古老的徽派建筑重新注入了设计师的灵感，令她格调雅致，古朴清新，焕发出新的生命。文峰桥灯火辉煌，黎阳IN巷幽静典雅，磅礴或静谧，潮流或文艺，都在这里。酒店配套设施齐全，一楼设有素食餐厅、泳池、还原理疗、书吧、瑜伽、国学厅，给您打造健康养生的原生态服务体系，二三四楼有共有31间客房，依江而居，每间客房展示着自己的独特风格，巨大的落地窗带来视觉上的绝美盛宴，一米阳光，一丝云霞，一点飞鸥，水天一线。在放慢的生活中，让眼睛感受自然的魅力。在山水间，每一份美味都来自大厨的精心打造，每一份贴心都来自管家的周到服务。吾心安处即吾乡，当您陷入日渐忙碌的生活，山水间，给您归家的宁静与舒适。 一本书，一杯茶，许是一个下午；一次讲堂，一份美食，许是一次洗礼。山水间，用山一般的怀抱，水一般的柔情，给您专属家的温馨。您若清风徐来，我们在这里，为您盛开！	['开业：2020', '客房数：31']	https://hotels.ctrip.com/hotels/detail/?hotelId=6118718	联系方式：15905595858
4	黄山徽迹云阁民宿	黄山徽迹云阁民宿距徽杭高速公路2号口和屯溪国际机场车程很近，承载了民宿主人对徽州生活的热忱。徽迹--土生土长的徽州人将日常生活的元素及场景融入民宿的每一处，将徽州生活里的仪式感倾尽呈现，享受生动的徽州生活现场；云阁--“云阁綺霞生，旗亭丽日明”，这里是徽州生活的乌托邦，有地道的徽州美景，纯粹的徽州文化，在这里被倾听、被安抚、被打动，拥抱放松、开阔的自我和世界。 	['开业：2020', '客房数：14']	https://hotels.ctrip.com/hotels/detail/?hotelId=61452153	联系方式：0559-2571122
4	CityNote希诺酒店(黄山屯溪老街景区店)	CityNote希诺酒店(黄山屯溪老街景区店)位于屯溪老街景区内，近西面出口，并且与黎阳老街紧邻，乘车距离机场15分钟，高铁站30分钟。，周边餐饮、娱乐等配套设置齐全，地理位置优越、交通便利，是旅游人士的理想选择。	['开业：2020', '客房数：42']	https://hotels.ctrip.com/hotels/detail/?hotelId=61670745	联系方式：0559-2341777
4	黄山一支百合古董珍藏智慧民宿	一支百合古董珍藏民宿是每一个旅途中人，都有自己精彩纷呈的人生，酒店集古文物收藏与展示、智慧科技产品的应用、新型设计施工方法于一身。	['开业：2020', '客房数：9']	https://hotels.ctrip.com/hotels/detail/?hotelId=61729732	联系方式：15155993300
4	黄山筠庭轻奢度假民宿	黄山筠庭轻奢度假民宿位于黄山风景区汤口镇南大门，紧临新国线南大门东岭换乘点。	['开业：2020', '客房数：24']	https://hotels.ctrip.com/hotels/detail/?hotelId=61821599	联系方式：18855950555
4	印象大酒店(黄山景区换乘店)	印象大酒店（黄山景区换乘店）坐落于黄山风景区南大门，距离东岭换乘中心约50米，换乘登山极为方便。酒店隶属于黄山印象文化有限公司，是您出行的理想选择。	['开业：2018', '装修时间：2020', '客房数：66']	https://hotels.ctrip.com/hotels/detail/?hotelId=6211700	联系方式：0559-5565588
4	合肥高新希尔顿欢朋酒店	合肥高新希尔顿欢朋酒店坐落于美丽的高新技术产业园区，毗邻1912商业街区，大蜀山森林公园，环境优美，交通便利。	['开业：2016', '客房数：106']	https://hotels.ctrip.com/hotels/detail/?hotelId=6264194	联系方式：0551-65225666
4	安庆世纪缘国际酒店	安庆世纪缘国际酒店，是南京酒店领军品牌——世纪缘酒店集团在安庆地区打造的地标性高星级酒店，项目规划建筑面积近3万平方米。酒店集客房、餐饮、会议、宴会、娱乐为一体，配备12个宴会大厅、8个梦幻婚礼堂、豪华尊贵VIP包厢、华美温馨精美客房、美食荟萃舌尚自助、年轻时尚碉堡烤鱼、潮流“黑科技”KTV。客房装修简约设计，清新典雅，安庆美丽夜景一览无余。时尚网红餐厅碉堡烤鱼、舌尚海鲜烤肉自助引领安庆餐饮新风尚，豪华尊贵包厢、超大宴会厅、不同规格会议室、一站式婚礼堂，全面配备先进灯光音响设备，高清LED大屏，是您举办会议和婚宴的理想之选。柏拉图KTV为一线城市最前沿科技，高级音响设备，让各位宾客在享受尊贵的同时放松心情，尽享愉悦。	['开业：2020', '客房数：127']	https://hotels.ctrip.com/hotels/detail/?hotelId=63279541	联系方式：0556-5401888
4	沁心茗香轻奢别院(九华山换乘中心店)	沁心茗香轻奢别院（九华山换乘中心店）坐落于九华山山脚下，地理位置优越，距九华山换乘中心约1分钟车程，距离大愿文化园约300米，亦可一睹大佛尊荣，十分方便。民宿有不失诗意的庭院可以喝茶聊天，休闲区提供了各类设施，您可以在这里舒缓身心压力。咱们远离尘世喧嚣，坐落于气候舒适，风景秀丽的九华山，致力于打造适合人们居住的生活环境。	['开业：2020', '客房数：38']	https://hotels.ctrip.com/hotels/detail/?hotelId=63350096	联系方式：17756645885
4	天柱山陌上天鹅堡民宿	天柱山陌上天鹅堡民宿位于安徽潜山市天柱山风景区游客中心（P1停车场西侧），是“天柱山下有个俄罗斯村”的所指地。民宿占地3800平方米，外形呈俄式城堡状，房间设施轻奢北欧风格，共有客房32间，另配置有陌上餐厅、咖啡、酒吧、演绎、图书、游泳池、私人影院、会议室、大型停车场等；有幸被爱、无愧山海。天柱山陌上天鹅堡民宿是来天柱山旅游度假选择之地。	['开业：2020', '客房数：32']	https://hotels.ctrip.com/hotels/detail/?hotelId=63350923	联系方式：0556-8357888
4	芜湖海螺商旅酒店	酒店位于芜湖市镜湖区文化路，地处芜湖市中心城区，紧邻镜湖区政府，背靠郁郁葱葱的赭山，地接千年古刹广济寺（小九华）之灵气，交通快捷、停车便利。 	['开业：2000', '装修时间：2018', '客房数：218']	https://hotels.ctrip.com/hotels/detail/?hotelId=638416	联系方式：0553-3118688
4	宏村溪云畔月•度假精选徽州百年名宅艺术民宿	宏村溪云畔月•度假精选徽州百年名宅艺术民宿位于宏村镇宏村景区内月沼。	['开业：2020', '客房数：18']	https://hotels.ctrip.com/hotels/detail/?hotelId=64226088	联系方式：15955900002
4	九华山通江万信酒店	九华山通江万信酒店是上海通江投资集团有限公司投资兴建的高级商务酒店，位于陶冶身心、涵养德性的修身圣地安徽青阳，周边商业发达，商业广场近在咫尺，交通便利。	['开业：2016', '客房数：134']	https://hotels.ctrip.com/hotels/detail/?hotelId=6443458	联系方式：0566-2568888
4	徽自在客栈(黄山屯溪老街店)	徽自在客栈(黄山屯溪老街店)位于黄山屯溪区黎阳in巷近游客服务中心，延安路老街口，门前是清清的新安江，屋后是徽韵浓浓的黎阳水街。	['开业：2019', '客房数：16']	https://hotels.ctrip.com/hotels/detail/?hotelId=6469477	联系方式：0559-2358855
4	华尔顿酒店(合肥高铁西站店)	酒店坐落于三实大厦，位于潜山路与高刘路交叉口，3号线合肥新高铁西站2号出口，毗邻万科中心，四里河，万科森林公园，凤凰城，合肥新高铁西站，交通便利。	['开业：2020', '客房数：94']	https://hotels.ctrip.com/hotels/detail/?hotelId=65110039	联系方式：0551-66011889
4	九华山茶溪健康小镇	九华山茶溪健康小镇位于去往九华山的必经之路，距离九华山换乘中心约5分钟车程；酒店所在的小镇，是国家运动休闲小镇，并有AAA级景区-皖南300村；酒店周边有大愿文化园、杏花村、九华天池、莲峰云海等旅游景点。	['开业：2013', '客房数：530']	https://hotels.ctrip.com/hotels/detail/?hotelId=661199	联系方式：0566-2588999
4	九华山禅居民宿	九华山禅居民宿位于九华山核心景区内，毗邻肉身宝殿，周围餐饮、娱乐、交通等生活配套齐全，出行便利。　　酒店倾力一年打造新一代轻奢苏氏庭院INS风，十六间豪华客房均配备舒适床品，泰国乳胶枕，高端定制洗漱用品，多数客房配备了小度智能语音家居系统、浴缸、双层隔音防晒玻璃等，给您带来安逸舒适的睡眠环境。　　大堂吧紧邻月身宝殿，春冬两季可在这里欣赏到九华山美丽的雪景。庭院中屋檐楼阁勾勒出四水归堂，百余条锦鲤在透明的回廊中游弋，民宿独特的地理位置可以体验晨钟暮鼓。定制8米回旋流水茶台、阳光茶室、书吧，让您在恬静的午后肆意徜徉佛山的时光。夜晚您还可以到酒店的中庭赏月，饮茶，会友，举行小型的茶话会。　　因缘际会，礼佛，静心，禅修，放空，禅居的家人们在此恭候。	['开业：2020', '客房数：16']	https://hotels.ctrip.com/hotels/detail/?hotelId=66686926	联系方式：0566-3296666
4	天柱山七仙女国际大酒店	天柱山七仙女国际大酒店地处风景名胜区——天柱山麓，是去往天柱山风景区的必经之路。	['开业：2009', '客房数：178']	https://hotels.ctrip.com/hotels/detail/?hotelId=668653	联系方式：0556-8555777
4	宁国国际大酒店	宁国国际大酒店地处市中心，位于津河东路与宁城北路交汇处，毗邻黄山、杭州、上海、无锡、苏州等地，距四大银行约百米，与政务中心相融，距皖南“川藏线”入口约2.5公里，与吴越古道、青龙湾风景区、夏霖瀑布等景区约半小时至一小时车程。	['开业：2009', '装修时间：2017', '客房数：117']	https://hotels.ctrip.com/hotels/detail/?hotelId=669335	联系方式：0563-4032999
4	黄山竹涧山舍民宿	黄山竹涧山舍民宿位于黄山风景区南大门芳村新村度假区，距离黄山换乘中心5分钟车程。环境清幽，紧临竹林，茶园和山涧小溪。民宿有约300平米的庭院，可户外BBQ，有酒吧和帅哥调酒师，有茶台，书吧和儿童游乐设施。竹涧山舍是一家有亲和力的民宿，设计风格舒适简约，有生活气息，不搞那些装逼的东西。老板把所有来山舍的客人都当作自己的老朋友真诚接待，所有来山舍的人也都像到了老朋友家一样亲切舒适。竹涧山舍，一个给您温暖和美好回忆的地儿！	['开业：2020', '客房数：12']	https://hotels.ctrip.com/hotels/detail/?hotelId=66963895	联系方式：18655961175
4	橙子国际酒店(安庆七街店)	橙子国际酒店（安庆七街店）位于宜秀区大桥街道祥和路，毗邻七街广场、菱湖公园，光彩大市场、吾悦广场、弘阳广场、体育馆、市政府，安庆职业技术学院、外国语职业技术学院。	['开业：2020', '客房数：130']	https://hotels.ctrip.com/hotels/detail/?hotelId=67053071	联系方式：0556-5537777
